fawn	dun.n.02	fawn.n.02	
William_Cowper	cowper.n.02	cowper.n.01	
fair_deal	fair_deal.n.01	
saddle_feather	saddle_hackle.n.01	
academic	academician.n.03	
EBV	epstein-barr_virus.n.01	
academia	academia.n.01	
pipe_cutter	pipe_cutter.n.01	
plum-yew_family	cephalotaxaceae.n.01	
water-skiing	water-skiing.n.01	
estivation	estivation.n.01	estivation.n.02	
benignity	kindness.n.03	benignity.n.01	
bellow	bellow.n.02	bellow.n.01	
Mastigoproctus_giganteus	vinegarroon.n.01	
roofing_paper	roofing_paper.n.01	
William_Bradford_Shockley	shockley.n.01	
psychometrics	psychometry.n.01	
Uncompahgre_Peak	uncompahgre_peak.n.01	
Ranunculus_repens	creeping_buttercup.n.01	
dichloroethyl_sulfide	mustard_gas.n.01	
lasso	lasso.n.02	lasso.n.01	
claudication	lameness.n.01	
haj	hajj.n.01	
Chalons	chalons.n.01	
ham	ham.n.01	ham.n.02	ham.n.03	ham.n.04	
duffer	duffer.n.01	
hao	hao.n.01	
penult	penult.n.01	
Oscar	academy_award.n.01	
contributory_negligence	contributory_negligence.n.01	
modified_radical_mastectomy	modified_radical_mastectomy.n.01	
advancement	promotion.n.03	advancement.n.03	progress.n.02	
sea_bathing	sea_bathing.n.01	
hag	hagfish.n.01	hag.n.01	
hay	hay.n.01	
Oscan	oscan.n.01	oscan.n.02	
floxuridine	floxuridine.n.01	
Harvey	harvey.n.01	
duffel	duffel.n.02	duffel_bag.n.01	
Free_Soil_Party	free_soil_party.n.01	
fecal_impaction	fecal_impaction.n.01	
hat	hat.n.02	hat.n.01	
elementary_education	elementary_education.n.01	
divining_rod	divining_rod.n.01	
haw	hawthorn.n.01	haw.n.02	
Captain_Horatio_Hornblower	horatio_hornblower.n.01	
Rivina_humilis	bloodberry.n.01	
second-hand_store	thriftshop.n.01	
Thales_of_Miletus	thales.n.01	
Vesicaria	vesicaria.n.01	
defense_reaction	defense_mechanism.n.01	
Claudius	claudius.n.01	
chemical_process	chemical_process.n.01	
metrification	metrification.n.01	metrification.n.02	
electronic_image	bitmap.n.01	
boarding_pass	boarding_card.n.01	
Zinnia_acerosa	white_zinnia.n.01	
chalcid_fly	chalcid_fly.n.01	
Portuguese_monetary_unit	portuguese_monetary_unit.n.01	
Lepas_fascicularis	goose_barnacle.n.01	
riskiness	riskiness.n.01	
wreckage	wreckage.n.01	
sleuthing	detection.n.04	
gravimetry	hydrometry.n.01	
corn_poppy	corn_poppy.n.01	
studiousness	studiousness.n.01	
notebook_computer	notebook.n.02	
thrust_fault	thrust_fault.n.01	
fruit_tree	fruit_tree.n.01	
San_Andreas_Fault	san_andreas_fault.n.01	
political_movement	political_movement.n.01	
genus_Eranthis	eranthis.n.01	
Cynomys_ludovicianus	blacktail_prairie_dog.n.01	
butter_dish	butter_dish.n.01	
Pentagon	pentagon.n.03	pentagon.n.02	pentagon.n.01	
Saudi	saudi.n.01	
button_mangrove	button_tree.n.01	
crowd	crowd.n.01	crowd.n.02	
dyer's_woad	dyer's_woad.n.01	
walk-on	walk-on.n.01	
wish_list	wish_list.n.01	
crown	peak.n.04	crown.n.07	crown.n.06	crown.n.05	crown.n.04	crown.n.03	crown.n.02	crown.n.01	pennant.n.01	pate.n.02	crown.n.11	crown.n.12	
Caesar_salad	caesar_salad.n.01	
captive	captive.n.02	prisoner.n.01	captive.n.03	
skin_sensation	cutaneous_sensation.n.01	
fiduciary	fiduciary.n.01	
stud_mare	broodmare.n.01	
erythroblast	erythroblast.n.01	
Hippocampus	hippocampus.n.02	hippocampus.n.01	
bottom	bottomland.n.01	bed.n.03	bottom.n.07	bottom.n.04	buttocks.n.01	bottom.n.02	bottom.n.01	
lockdown	lockdown.n.01	
boniness	bonyness.n.01	
's_Gravenhage	the_hague.n.01	
spark_chamber	spark_chamber.n.01	
nearsightedness	myopia.n.01	
Osmunda_cinnamonea	cinnamon_fern.n.01	
Cambarus	cambarus.n.01	
Foreign_Intelligence_Surveillance_Court	foreign_intelligence_surveillance_court.n.01	
Dar_al-Islam	dar_al-islam.n.01	
syphilis	syphilis.n.01	
Devanagari	devanagari.n.01	
Vanilla_planifolia	vanilla_orchid.n.01	
mantispid	mantispid.n.01	
goffering_iron	goffer.n.02	
Tyrannus_domenicensis_domenicensis	grey_kingbird.n.01	
genus_Helipterum	helipterum.n.01	
statue	statue.n.01	
Acacia_catechu	catechu.n.02	
weather_strip	weather_strip.n.01	
Akhenaten	akhenaton.n.01	
mackle	mackle.n.01	
Calla	calla_lily.n.01	calla.n.02	
sewing_stitch	sewing_stitch.n.01	
mediocrity	averageness.n.02	second-rater.n.01	
Pinus_ponderosa	ponderosa.n.01	
blatherskite	blather.n.01	
Master_of_Arts_in_Teaching	master_of_arts_in_teaching.n.01	
line-at-a-time_printer	line_printer.n.01	
toadshade	red_trillium.n.01	
restlessness	restlessness.n.02	restlessness.n.01	fidget.n.01	restlessness.n.04	
film_advance	film_advance.n.01	
Pica_pica_hudsonia	american_magpie.n.01	
double_pneumonia	double_pneumonia.n.01	
water_beetle	water_beetle.n.01	
Protista	protista.n.01	
apomorphine	apomorphine.n.01	
Lippizaner	lippizan.n.01	
oblique_vein_of_the_left_atrium	oblique_vein_of_the_left_atrium.n.01	
great_grandchild	great_grandchild.n.01	
fomite	fomite.n.01	
Cydonia	cydonia.n.01	
bobwhite	bobwhite.n.01	
jack_of_all_trades	handyman.n.01	jack_of_all_trades.n.01	
family_Cracidae	cracidae.n.01	
Saudi_Arabian_riyal	saudi_arabian_riyal.n.01	
marshall	marshall.n.01	marshal.n.01	marshall.n.03	marshall.n.02	marshal.n.02	
honeymoon	honeymoon.n.02	honeymoon.n.01	
green_pepper	green_pepper.n.01	
binary_arithmetic_operation	boolean_operation.n.01	
Valdez	valdez.n.01	
Sitka	sitka.n.01	
bill_of_lading	bill_of_lading.n.01	
Asphodeline_lutea	king's_spear.n.01	
Saururaceae	saururaceae.n.01	
genus_Gastrolobium	genus_gastrolobium.n.01	
ripe_olive	black_olive.n.01	
reciprocity	reciprocality.n.01	reciprocity.n.02	
fabric	fabric.n.01	framework.n.02	
Carl_Anderson	anderson.n.05	
radiotelegraphy	radiotelegraph.n.01	radiotelegraph.n.02	
Sabin_vaccine	sabin_vaccine.n.01	
sympathy_strike	sympathy_strike.n.01	
business_address	business_address.n.01	
Iron_Lady	thatcher.n.01	
impracticability	impracticability.n.01	
boot_sale	car_boot_sale.n.01	
Fedayeen_Saddam	fedayeen_saddam.n.01	
raper	raper.n.01	
magnifying_glass	hand_glass.n.02	
perfumer	perfumer.n.01	
Laurentius	lawrence.n.01	
overgarment	overgarment.n.01	
gray_birch	grey_birch.n.01	
goldbrick	goldbrick.n.04	goldbrick.n.03	goldbrick.n.02	goldbrick.n.01	
thesaurus	thesaurus.n.01	
Squatina_squatina	angel_shark.n.01	
bobby_pin	bobby_pin.n.01	
conic_Verpa	verpa_conica.n.01	
employment_agency	employment_agency.n.01	
hebetude	hebetude.n.01	
genus_Chlorophis	chlorophis.n.01	
genus_Pseudopleuronectes	pseudopleuronectes.n.01	
bridgework	bridge.n.07	
put_option	put_option.n.02	put_option.n.01	
incinerator	incinerator.n.01	
sea-rocket	sea-rocket.n.01	
congratulations	praise.n.01	congratulation.n.02	congratulation.n.01	
Gavidae	gavidae.n.01	
oneiromancy	oneiromancy.n.01	
Erolia	erolia.n.01	
Megaderma	megaderma.n.01	
non-discrimination	non-discrimination.n.01	
boneshaker	boneshaker.n.01	
Quercus_michauxii	swamp_chestnut_oak.n.01	
sweet-scented_geranium	rose_geranium.n.01	
coloratura_soprano	coloratura.n.01	
soldering	bonding.n.03	
aecium	aecium.n.01	
Allium_cepa_aggregatum	shallot.n.02	
Cyrus_the_Younger	cyrus.n.01	
passenger	passenger.n.01	
streaker	streaker.n.01	
meeting_house	meeting_house.n.01	
disgrace	shame.n.02	
Horace_Walpole	walpole.n.01	
Rubus_caesius	european_dewberry.n.01	
Bankia_setaceae	giant_northwest_shipworm.n.01	
Crater	volcanic_crater.n.01	crater.n.02	crater.n.03	
petrification	petrifaction.n.01	
wingstem	wingstem.n.01	
decapitation	decapitation.n.02	decapitation.n.01	
chromosomal_aberration	chromosomal_aberration.n.01	
ornithischian	ornithischian.n.01	
Giraffa_camelopardalis	giraffe.n.01	
slapstick	slapstick.n.02	slapstick.n.01	
battle_of_Langside	langside.n.01	
laurel_sumac	laurel_sumac.n.01	
centre_stage	center_stage.n.02	center_stage.n.01	
family_Ostreidae	ostreidae.n.01	
ammeter	ammeter.n.01	
genus_Rhodymenia	rhodymenia.n.01	
sleuth	sleuth.n.01	
swan-neck	swan_orchid.n.01	
altar_wine	altar_wine.n.01	
sandfish	sandfish.n.01	beaked_salmon.n.01	
brent	brant.n.01	
hopefulness	hopefulness.n.01	hopefulness.n.02	
volcanic_rock	volcanic_rock.n.01	
neoencephalon	neencephalon.n.01	
Chamaeleon	chamaeleon.n.01	chameleon.n.03	
Queen_Anne's_lace	wild_carrot.n.01	
purple_velvet_plant	velvet_plant.n.02	
House_of_War	dar_al-harb.n.01	
Epipaleolithic	mesolithic_age.n.01	
Ido	ido.n.01	
Anne_Boleyn	boleyn.n.01	
August_Friedrich_Leopold_Weismann	weismann.n.01	
Aegean_culture	aegean_civilization.n.01	
radicchio	radicchio.n.01	
genus_Bothrops	bothrops.n.01	
free_grace	grace.n.07	
nervous_exhaustion	nervous_exhaustion.n.01	
hawker	falconer.n.01	peddler.n.01	
French_blue	french_blue.n.01	
Polistes	polistes.n.01	
reabsorption	resorption.n.01	
meteorologist	meteorologist.n.01	
shootout	gunfight.n.01	
Kyrgyzstani_monetary_unit	kyrgyzstani_monetary_unit.n.01	
Agastache	agastache.n.01	
pharyngitis	sore_throat.n.01	
hausen	beluga.n.01	
buddy_system	buddy_system.n.01	
jaconet	jaconet.n.01	
Canada_garlic	canada_garlic.n.01	
prosthodontia	prosthodontics.n.01	
class_Coniferopsida	coniferopsida.n.01	
aigret	aigrette.n.01	
genus_Bibos	bibos.n.01	
horse's_foot	horse's_foot.n.01	
wall_germander	wall_germander.n.01	
backup_file	backup_file.n.01	
chain	chain.n.10	chain.n.09	range.n.04	chain.n.05	chain.n.04	chain.n.07	chain.n.06	chain.n.01	chain.n.03	chain.n.02	
Veterans_Day	veterans_day.n.01	
Kabala	kabbalah.n.02	cabala.n.01	
washcloth	washcloth.n.01	
Aspidophoroides_monopterygius	alligatorfish.n.01	
tabular_array	table.n.01	
Aborigine	aborigine.n.02	native.n.01	
road_roller	steamroller.n.02	
Northeast	northeast.n.02	northeast.n.03	northeast.n.01	northeast.n.04	
ingroup	clique.n.01	
battle_of_Chickamauga	chickamauga.n.01	
Felis_serval	serval.n.01	
iron_cage	iron_cage.n.01	
putterer	putterer.n.01	
chair	chair.n.01	president.n.04	chair.n.05	professorship.n.01	electric_chair.n.01	
Mormon_Tabernacle	tabernacle.n.01	
Hindu_Kush_Mountains	hindu_kush.n.01	
rape_suspect	rape_suspect.n.01	
synthetic_heroin	methadone.n.01	
ballet	ballet.n.01	ballet.n.02	
amplification	amplification.n.02	amplification.n.03	amplification.n.01	
grappler	grapnel.n.01	wrestler.n.01	
University_of_Chicago	university_of_chicago.n.01	
precognition	precognition.n.01	
freelance	freelancer.n.01	
Robert_Hooke	hooke.n.01	
Alexandrian_senna	alexandria_senna.n.01	
Conoclinium	conoclinium.n.01	
musculus_adductor_hallucis	musculus_adductor_hallucis.n.01	
brotherly_love	charity.n.02	
tourtiere	tourtiere.n.01	
standing_ovation	ovation.n.01	
parimutuel	parimutuel.n.01	
circumstances	context.n.02	circumstance.n.04	circumstances.n.02	circumstance.n.03	circumstance.n.01	fortune.n.04	
oversight	supervision.n.01	oversight.n.03	oversight.n.01	
hall_of_residence	hall_of_residence.n.01	
flatbed	flatbed.n.02	flatcar.n.01	
jerk	jerk.n.05	jerk.n.01	jerk.n.03	jerk.n.02	jerky.n.01	tug.n.01	
ameba	ameba.n.01	
prancer	prancer.n.01	
equilateral	equilateral.n.01	
Alfred_Thayer_Mahan	mahan.n.01	
Zingiberaceae	zingiberaceae.n.01	
ham_actor	ham.n.04	
turbulent_flow	turbulent_flow.n.01	
Quinidex	quinidine.n.01	
miniature_schnauzer	miniature_schnauzer.n.01	
palaeoclimatology	paleoclimatology.n.01	
minute	minute.n.01	hour.n.04	minute.n.05	minute.n.04	moment.n.01	moment.n.02	
lady-of-the-night	lady-of-the-night.n.01	
nuclear_physics	nuclear_physics.n.01	
Hellman	hellman.n.01	
ice-cream_cone	ice-cream_cone.n.01	
order_Charadriiformes	charadriiformes.n.01	
auction_bridge	auction.n.01	
homebody	stay-at-home.n.01	
picul	picul.n.01	
Bluegrass_Region	bluegrass.n.02	
shot_tower	shot_tower.n.01	
Branta_canadensis	honker.n.03	
family_Dactylopiidae	dactylopiidae.n.01	
dik-dik	dik-dik.n.01	
Dictamnus_alba	fraxinella.n.01	
claims_adjustor	adjuster.n.01	
multiprocessing	multiprocessing.n.01	
stone_life_face	lithops.n.01	
gnawer	rodent.n.01	
endolymph	endolymph.n.01	
roundworm	nematode.n.01	tinea.n.01	
myelocyte	myelocyte.n.01	
Silvia	silvia.n.01	
flash_flood	flash_flood.n.01	
ogler	ogler.n.01	
deviled_egg	deviled_egg.n.01	
heavyweight	colossus.n.02	heavyweight.n.01	giant.n.04	heavyweight.n.03	heavyweight.n.02	
pier_glass	pier_glass.n.01	
M1	m1.n.01	
bastardisation	bastardization.n.02	
M2	m2.n.01	
true_jasmine	common_jasmine.n.01	
kindliness	kindliness.n.01	
Grand_Teton_National_Park	grand_teton_national_park.n.01	
eleventh_cranial_nerve	accessory_nerve.n.01	
public_school	public_school.n.02	public_school.n.01	
milk_wagon	milk_wagon.n.01	
bovid	bovid.n.01	
genus_Lycopersicum	lycopersicon.n.01	
pentazocine	pentazocine.n.01	
Admiralty_Metal	naval_brass.n.01	
genus_Viverra	viverra.n.01	
Husserl	husserl.n.01	
rotunda	rotunda.n.02	rotunda.n.01	
coin_machine	slot_machine.n.01	
geography	geography.n.01	
cultivar	cultivar.n.01	
celebrater	celebrant.n.01	
draftee	draftee.n.01	
gnat	gnat.n.02	gnat.n.01	
Mg	magnesium.n.01	milligram.n.01	
James_McKeen_Cattell	cattell.n.02	
domesticated_silkworm_moth	domestic_silkworm_moth.n.01	
Mb	megabyte.n.02	megabit.n.01	megabyte.n.01	bachelor_of_medicine.n.01	
honour	honor.n.02	honor.n.03	honor.n.04	award.n.02	
Mo	molybdenum.n.01	missouri.n.01	moment.n.02	
Mn	minnesota.n.01	manganese.n.01	
topicality	topicality.n.01	
dichromatism	dichromacy.n.01	
Thomas_Huxley	huxley.n.03	
Dorking	dorking.n.01	
yellow_perch	yellow_perch.n.01	
Mv	millivolt.n.01	mendelevium.n.01	
pansy_orchid	pansy_orchid.n.01	
Ms	manuscript.n.01	thousand.n.01	master_of_science.n.01	megabyte.n.02	megabyte.n.01	molarity.n.01	ms.n.05	m.n.06	mississippi.n.02	multiple_sclerosis.n.01	meter.n.01	
address	address.n.06	address.n.07	address.n.04	address.n.05	address.n.02	address.n.03	address.n.01	savoir-faire.n.01	
capital_of_Cyprus	nicosia.n.01	
chit-chat	chitchat.n.01	
dwindling	dwindling.n.01	
Mx	maxwell.n.01	
ME	maine.n.01	
MD	maryland.n.01	doctor_of_medicine.n.01	mendelevium.n.01	doctor.n.01	
Lentinus_edodes	shiitake.n.01	
MF	medium_frequency.n.01	
MA	massachusetts.n.01	milliampere.n.01	master_of_arts.n.01	ma.n.01	
hell-rooster	hell-kite.n.01	
MB	megabyte.n.02	megabit.n.01	megabyte.n.01	bachelor_of_medicine.n.01	
MO	molybdenum.n.01	missouri.n.01	moment.n.02	
MN	minnesota.n.01	manganese.n.01	
MI	michigan.n.01	security_service.n.01	nautical_mile.n.02	nautical_mile.n.01	mi.n.08	mile.n.01	myocardial_infarction.n.01	secret_intelligence_service.n.01	
fivesome	quintet.n.05	five.n.01	
bicycle_seat	bicycle_seat.n.01	
genus_Haematoxylon	haematoxylum.n.01	
visibility	visibility.n.01	visibility.n.03	visibility.n.02	
MP	military_policeman.n.01	military_police.n.01	
MS	manuscript.n.01	thousand.n.01	master_of_science.n.01	megabyte.n.02	megabyte.n.01	molarity.n.01	ms.n.05	m.n.06	mississippi.n.02	multiple_sclerosis.n.01	meter.n.01	
stencil	stencil.n.01	
Capitonidae	capitonidae.n.01	
unprotectedness	defenselessness.n.01	
influx	inflow.n.01	
subdivision_Mastigomycotina	mastigomycota.n.01	
agalactia	agalactia.n.01	
Dilantin	diphenylhydantoin.n.01	
houseman	intern.n.01	
alpha-naphthol_test	alpha-naphthol_test.n.01	
humanity	humanness.n.01	world.n.08	humanity.n.01	
genus_Tulestoma	tulostoma.n.01	
premolar	premolar.n.01	
vena_vorticosum	vortex_vein.n.01	
washday	washday.n.01	
Kokka	kokka_shinto.n.01	
fakery	fakery.n.01	
opposer	adversary.n.01	
August	august.n.01	
toxoplasmosis	toxoplasmosis.n.01	
rhesus_factor	rhesus_factor.n.01	
bouncing_putty	bouncing_putty.n.01	
tonka_bean	tonka_bean.n.01	tonka_bean.n.02	
alpha-adrenergic_blocking_agent	alpha_blocker.n.01	
Notophthalmus	notophthalmus.n.01	
Markov_process	markov_process.n.01	
phoronid	phoronid.n.01	
etude	etude.n.01	
genus_Ursinia	genus_ursinia.n.01	
bullet_hole	bullet_hole.n.01	
perisher	perisher.n.01	
acoustic_spectrum	sound_spectrum.n.01	
cottage_industry	cottage_industry.n.01	
barley_water	barley_water.n.01	
torchwood_family	burseraceae.n.01	
West_Nile_virus	west_nile_virus.n.01	
approving	blessing.n.01	
George_Washington	washington.n.04	
genus_Vulpes	vulpes.n.01	
gondang_wax	gondang_wax.n.01	
cardinality	cardinality.n.01	
cuboid_bone	cuboid_bone.n.01	
Bacchanalia	orgy.n.03	dionysia.n.01	
entrepot	entrepot.n.01	storehouse.n.01	
lowercase	small_letter.n.01	
juvenile-onset_diabetes	type_i_diabetes.n.01	
sacred_ibis	sacred_ibis.n.01	
rutherford	rutherford.n.02	rutherford.n.03	rutherford.n.01	
oscillator	oscillator.n.01	
Hershey	hershey.n.01	hershey.n.02	
Pieris_rapae	small_white.n.01	cabbageworm.n.01	
membrane_bone	membrane_bone.n.01	
mm_Hg	torr.n.01	
peachleaf_willow	peachleaf_willow.n.01	
voluminosity	fullness.n.04	
Laotian	lao.n.01	
Euphorbia_lathyris	caper_spurge.n.01	
table-tennis_racquet	table-tennis_racquet.n.01	
following	pursuit.n.01	following.n.01	
links_course	golf_course.n.01	
mass_spectrum	mass_spectrum.n.01	
white_thistle	prickly_poppy.n.01	quail_bush.n.01	
Bay_of_Ob	gulf_of_ob.n.01	
George_Gershwin	gershwin.n.02	
Bernardo_Bertolucci	bertolucci.n.01	
Adapid	adapid.n.01	
orrisroot	orrisroot.n.01	
Canary_wine	canary_wine.n.01	
lodestone	lodestone.n.01	
Patent_and_Trademark_Office_Database	patent_and_trademark_office_database.n.01	
national_flag	national_flag.n.01	
Nancy_Mitford	mitford.n.02	
Adapin	doxepin.n.01	
dog_laurel	dog_laurel.n.01	
sextette	sextet.n.04	sextet.n.05	sextet.n.01	sextet.n.03	
Aran_Islands	aran_islands.n.01	
ski_boot	ski_boot.n.01	
estate_agent	real_estate_broker.n.01	
imperishingness	imperishability.n.01	
Corticium_salmonicolor	pink_disease_fungus.n.01	
Voltaic	gur.n.01	
bill_of_Particulars	bill_of_particulars.n.01	
clock_pendulum	clock_pendulum.n.01	
litre	liter.n.01	
Broglie	broglie.n.01	
division_Anthophyta	angiospermae.n.01	
alto_saxophonist	alto_saxophonist.n.01	
brogue	brogan.n.01	
Munch	munch.n.02	munch.n.01	
Eusebius_of_Caesarea	eusebius.n.01	
Solresol	solresol.n.01	
Allionia	allionia.n.01	
Monardella	monardella.n.01	
mastigophore	flagellate.n.01	
St._Edward_the_Confessor	edward_the_confessor.n.01	
meddler	meddler.n.01	
Cnicus	cnicus.n.01	
musculus_triceps_brachii	triceps_brachii.n.01	
casualness	casualness.n.01	
sour	sour.n.02	sour.n.01	sourness.n.02	
continuous_receiver_watch	listening_watch.n.01	
genus_Progne	progne.n.01	
Bari	bari.n.01	
laxative	laxative.n.01	
echidna	echidna.n.02	echidna.n.01	
Wiesel	wiesel.n.01	
Marianas	mariana_islands.n.01	
sociolinguistics	sociolinguistics.n.01	
field_event	field_event.n.01	
Economic_Commission_for_Asia_and_the_Far_East	economic_commission_for_asia_and_the_far_east.n.01	
stapes	stapes.n.01	
Hieracium	hieracium.n.01	
heliotrope	bloodstone.n.01	
double-propeller_plane	double-prop.n.01	
truncus_atrioventricularis	atrioventricular_bundle.n.01	
anoxic_anoxia	anoxic_anoxia.n.01	
quadrant	quadrant.n.04	quadrant.n.03	quadrant.n.02	quadrant.n.01	
self-reproach	self-reproach.n.02	compunction.n.01	
genus_Bryum	bryum.n.01	
buffalo_nut	buffalo_nut.n.01	rabbitwood.n.01	
skirmish	brush.n.06	
genus_Dendrobium	genus_dendrobium.n.01	
leap_second	leap_second.n.01	
poison_ivy	poison_ivy.n.01	poison_ivy.n.02	
quarreller	quarreler.n.01	
deflagration	deflagration.n.01	
Bowie	bowie.n.01	
Brassica_oleracea	wild_cabbage.n.01	cabbage.n.03	
exurbia	exurbia.n.01	
darkling_groung_beetle	darkling_beetle.n.01	
intravenous_pyelogram	intravenous_pyelogram.n.01	
self-centeredness	egoism.n.02	
family_Procyonidae	procyonidae.n.01	
Notophthalmus_viridescens	red_eft.n.01	
cutback	cutback.n.01	
pseudohallucination	pseudohallucination.n.01	
honours	honor.n.02	honor.n.03	honor.n.04	honours.n.01	award.n.02	
quetzal_bird	quetzal.n.02	
Cromwell	cromwell.n.01	
flying_visit	flying_visit.n.01	
facsimile_machine	facsimile.n.02	
octanedioic_acid	suberic_acid.n.01	
sauce_vinaigrette	french_dressing.n.01	
Marian_Anderson	anderson.n.04	
overlord	overlord.n.01	
disconnect	gulf.n.02	
a_Kempis	a_kempis.n.01	
mudder	mudder.n.01	
floor_wax	floor_wax.n.01	
Aleurites	aleurites.n.01	
digital_arteries	digital_arteries.n.01	
sugar_snap_pea	sugar_snap_pea.n.02	sugar_snap_pea.n.01	
Zibit	zebibit.n.01	
aculeus	aculeus.n.02	aculeus.n.01	
pouched_mammal	marsupial.n.01	
chemosorption	chemisorption.n.01	
Anouilh	anouilh.n.01	
no-brainer	no-brainer.n.01	
milker	dairy_cattle.n.01	
Quincke's_edema	angioedema.n.01	
apron	apron.n.04	apron.n.01	apron.n.02	proscenium.n.01	
LP	lp.n.01	
inconsequence	inconsequence.n.01	illogicality.n.01	
Peramelidae	peramelidae.n.01	
sorter	sorter.n.02	sorter.n.01	
tarsal	tarsal.n.01	
herbal_therapy	phytotherapy.n.01	
Ornithomimida	ornithomimida.n.01	
polyplacophore	chiton.n.02	
structural_iron	structural_iron.n.01	
Osama_bin_Laden	bin_laden.n.01	
Liakoura	parnassus.n.01	
red_flag	red_flag.n.01	red_flag.n.03	red_flag.n.02	
hickory	hickory.n.01	hickory.n.02	
coumarone-indene_resin	coumarone-indene_resin.n.01	
pealing	peal.n.01	
youthfulness	youth.n.06	
shirker	slacker.n.01	
genus_Aspidiotus	aspidiotus.n.01	
fishing_rod	fishing_rod.n.01	
unquestionableness	indisputability.n.01	
instability	instability.n.04	imbalance.n.01	instability.n.01	instability.n.02	
quarter	quarter.n.09	quarter.n.14	stern.n.01	quarter.n.11	quarter.n.10	quarter.n.13	quarter.n.02	quarter.n.03	quarter.n.06	quarter.n.07	quarter.n.04	quarter.n.05	quarter.n.08	one-fourth.n.01	
quartet	quartet.n.02	quartet.n.03	quartet.n.04	quartet.n.05	four.n.01	
hydrogen_peroxide	hydrogen_peroxide.n.01	
Osmerus_eperlanus	sparling.n.02	
male_genitals	male_genitalia.n.01	
palfrey	palfrey.n.01	
Liquidambar_styraciflua	sweet_gum.n.03	
savarin	savarin.n.01	
electron_accelerator	electron_accelerator.n.01	
furosemide	furosemide.n.01	
somatic_delusion	somatic_delusion.n.01	
water_supply	water_system.n.02	
space_heater	space_heater.n.01	
curb_market	curb_market.n.01	
Trephritidae	trypetidae.n.01	
entering	entrance.n.03	entrance.n.02	
framer	framer.n.01	framer.n.02	
Hermann_Joseph_Muller	muller.n.06	
contraceptive_diaphragm	diaphragm.n.03	
